old_sku,old_item_name,old_category,old_unit,old_cost,old_retail,old_qty,new_sku,new_item_name,new_category,action,selected_source,notes
FG-376,J W BLACK 1LTR,WHISKY,pcs,3911.0,3911.0,100.0,FGH-WHISKY-036,JOHNNIE WALKER BLACK 1L,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER BLACK 1L
FG-377,J W BLACK 250ML,WHISKY,pcs,1040.0,1040.0,0.0,FGH-WHISKY-037,JOHNNIE WALKER BLACK 250ML,WHISKY,KEEP / RENAME,YES,Name → JOHNNIE WALKER BLACK 250ML
FG-273,J W BLACK 375ML,WHISKY,pcs,1720.0,1720.0,38.0,FGH-WHISKY-039,JOHNNIE WALKER BLACK 375ML,WHISKY,RENAME,YES,Name → JOHNNIE WALKER BLACK 375ML
FG-274,J W BLACK 750ML,WHISKY,pcs,3236.0,3236.0,62.0,FGH-WHISKY-040,JOHNNIE WALKER BLACK 750ML,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER BLACK 750ML
FG-411,J W BLONDE,WHISKY,pcs,1991.0,1991.0,5.0,FGH-WHISKY-041,JOHNNIE WALKER BLONDE 750ML,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER BLONDE 750ML
FG-279,J W GOLD RESERVE,WHISKY,pcs,7000.0,7000.0,0.0,FGH-WHISKY-024,J W GOLD RESERVE,WHISKY,RENAME,YES,
FG-276,J W RED 1 LTR,WHISKY,pcs,2147.0,2147.0,15.0,FGH-WHISKY-043,JOHNNIE WALKER RED 1L,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER RED 1L
FG-378,J W RED 250ML,WHISKY,pcs,560.0,560.0,0.0,FGH-WHISKY-044,JOHNNIE WALKER RED 250ML,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER RED 250ML
FG-277,J W RED 375 ML,WHISKY,pcs,853.0,853.0,19.0,FGH-WHISKY-046,JOHNNIE WALKER RED 375ML,WHISKY,KEEP / RENAME,YES,Name → JOHNNIE WALKER RED 375ML
FG-278,J W RED 750ML,WHISKY,pcs,1799.0,1800.0,994.0,FGH-WHISKY-047,JOHNNIE WALKER RED 750ML,WHISKY,MERGE INTO,NO,Name → JOHNNIE WALKER RED 750ML
FG-282,JACK DANIELS 1 LTR,WHISKY,pcs,3300.0,3300.0,6.0,FGH-WHISKY-027,JACK DANIELS 1L,WHISKY,MERGE INTO,NO,Name → JACK DANIELS 1L
FG-280,JACK DANIELS 350ML,WHISKY,pcs,1650.0,1650.0,0.0,FGH-WHISKY-028,JACK DANIELS 350ML,WHISKY,KEEP / RENAME,YES,
FG-281,JACK DANIELS 700ML,WHISKY,pcs,2800.0,2800.0,3.0,FGH-WHISKY-029,JACK DANIELS 700ML,WHISKY,RENAME,YES,
FG-241,JACK DANIELS HONEY 750ML,WHISKY,pcs,3500.0,3500.0,0.0,FGH-WHISKY-031,JACK DANIELS HONEY 750ML,WHISKY,RENAME,YES,
FG-285,JAMESON 1 LTR,WHISKY,pcs,3168.0,3168.0,1.0,FGH-WHISKY-032,JAMESON 1L,WHISKY,MERGE INTO,NO,Name → JAMESON 1L
FG-283,JAMESON 350ML,WHISKY,pcs,1186.0,1186.0,3.0,FGH-WHISKY-033,JAMESON 350ML,WHISKY,KEEP / RENAME,YES,
FG-284,JAMESON 750ML,WHISKY,pcs,2376.0,2376.0,0.0,FGH-WHISKY-034,JAMESON 750ML,WHISKY,KEEP / RENAME,YES,
FGH-OTH-JAMESO-0001,JAMESON BLACK BARREL,WHISKY,pcs,0.0,0.0,0.0,FGH-WHISKY-035,JAMESON BLACK BARREL,WHISKY,RENAME,YES,
FG-236,KC 250ML,WHISKY,pcs,256.0,256.0,0.0,FGH-WHISKY-048,KC 250ML,WHISKY,KEEP / RENAME,YES,
FG-237,KC 350ML,WHISKY,pcs,352.0,352.0,18.0,FGH-WHISKY-049,KC 350ML,WHISKY,KEEP / RENAME,YES,
FG-238,KC 750ML,WHISKY,pcs,672.0,672.0,0.0,FGH-WHISKY-050,KC 750ML,WHISKY,KEEP / RENAME,YES,
FG-434,KC GINGER 250ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-051,KC GINGER 250ML,WHISKY,RENAME,YES,
FG-436,KC GINGER 750ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-052,KC GINGER 750ML,WHISKY,RENAME,YES,
FG-428,KC PINEAPPLE 250ML,WHISKY,bottle,0.0,0.0,28.0,FGH-WHISKY-053,KC PINEAPPLE 250ML,WHISKY,RENAME,YES,
FG-429,KC PINEAPPLE 350ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-054,KC PINEAPPLE 350ML,WHISKY,RENAME,YES,
FG-430,KC PINEAPPLE 750ML,WHISKY,bottle,0.0,0.0,15.0,FGH-WHISKY-055,KC PINEAPPLE 750ML,WHISKY,MERGE INTO,NO,
FG-431,KC SMOOTH 250ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-056,KC SMOOTH 250ML,WHISKY,RENAME,YES,
FG-432,KC SMOOTH 350ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-057,KC SMOOTH 350ML,WHISKY,RENAME,YES,
FG-433,KC SMOOTH 750ML,WHISKY,bottle,0.0,0.0,0.0,FGH-WHISKY-058,KC SMOOTH 750ML,WHISKY,RENAME,YES,
FG-454,ROBERTSON WHISKY,WHISKY,pcs,0.0,0.0,0.0,FGH-WHISKY-059,ROBERTSON WHISKY,WHISKY,MERGE INTO,NO,
FG-290,SINGLETON 12 YRS,WHISKY,pcs,5375.0,5375.0,4.0,FGH-WHISKY-060,SINGLETON 12 YRS,WHISKY,MERGE INTO,NO,
FG-291,SINGLETON 15 YRS,WHISKY,pcs,6500.0,6500.0,4.0,FGH-WHISKY-061,SINGLETON 15 YRS,WHISKY,RENAME,YES,
FG-292,SINGLETON 18 YRS,WHISKY,pcs,8750.0,8750.0,0.0,FGH-WHISKY-062,SINGLETON 18 YRS,WHISKY,RENAME,YES,
FG-295,VAT 69 350ML,WHISKY,pcs,760.0,760.0,1048.0,FGH-WHISKY-064,VAT 69 350ML,WHISKY,RENAME,YES,
FG-296,VAT 69 750ML,WHISKY,pcs,1400.0,1400.0,1000.0,FGH-WHISKY-065,VAT 69 750ML,WHISKY,RENAME,YES,
FG-299,WILLIAM LAWSONS 1 LTR,WHISKY,pcs,2229.0,2229.0,5.0,FGH-WHISKY-066,WILLIAM LAWSONS 1L,WHISKY,MERGE INTO,NO,Name → WILLIAM LAWSONS 1L
FG-297,William Lawsons 350ml,WHISKY,pcs,869.0,869.0,5.0,FGH-WHISKY-067,WILLIAM LAWSONS 350ML,WHISKY,RENAME,YES,
FG-298,William Lawsons 750ml,WHISKY,pcs,1750.0,1750.0,1.0,FGH-WHISKY-068,WILLIAM LAWSONS 750ML,WHISKY,KEEP / RENAME,YES,
FG-305,4TH STREET SWEET RED,WINES,pcs,905.0,905.0,4.0,FGH-WINES-001,4TH STREET SWEET RED,WINES,KEEP / RENAME,YES,
FG-307,ASCONI,WINES,pcs,1630.0,1630.0,6.0,FGH-WINES-003,ASCONI,WINES,KEEP / RENAME,YES,
FG-308,CAPRICE SWEET RED,WINES,pcs,922.0,922.0,1.0,FGH-WINES-004,CAPRICE SWEET RED,WINES,KEEP / RENAME,YES,
FG-323,CAPRICE SWEET WHITE,WINES,pcs,922.0,922.0,0.0,FGH-WINES-005,CAPRICE SWEET WHITE,WINES,KEEP / RENAME,YES,
FG-309,CASABUENA SANGRIA RED,WINES,pcs,755.0,755.0,995.0,FGH-WINES-008,CASABUENA SANGRIA RED,WINES,KEEP / RENAME,YES,
FG-326,CASABUENA SANGRIA WHITE,WINES,pcs,755.0,755.0,999.0,FGH-WINES-009,CASABUENA SANGRIA WHITE,WINES,KEEP / RENAME,YES,
FG-439,CELLAR CASK RED,WINES,bottle,925.0,925.0,9.0,FGH-WINES-011,CELLAR CASK RED,WINES,RENAME,YES,
FG-440,CELLAR CASK WHITE,WINES,bottle,0.0,0.0,0.0,FGH-WINES-012,CELLAR CASK WHITE,WINES,RENAME,YES,
FG-310,CHAMDOR,WINES,pcs,850.0,850.0,1000.0,FGH-WINES-013,CHAMDOR,WINES,KEEP / RENAME,YES,
FG-311,DROSDTY HOF CLARET,WINES,pcs,921.0,921.0,5.0,FGH-WINES-014,DROSTDY HOF CLARET,WINES,RENAME,YES,Name → DROSTDY HOF CLARET
FG-322,DROSDTY HOF PREMIUM,WINES,pcs,1750.0,1750.0,2.0,FGH-WINES-015,DROSTDY HOF PREMIUM,WINES,RENAME,YES,Name → DROSTDY HOF PREMIUM
FG-438,DROSTDY HOF RED,WINES,bottle,0.0,0.0,0.0,FGH-WINES-016,DROSTDY HOF RED,WINES,KEEP / RENAME,YES,
FG-437,DROSTDY HOF WHITE,WINES,bottle,0.0,0.0,0.0,FGH-WINES-017,DROSTDY HOF WHITE,WINES,KEEP / RENAME,YES,
FG-312,FOUR COUSINS RED,WINES,pcs,800.0,800.0,1.0,FGH-WINES-020,FOUR COUSINS RED,WINES,RENAME,YES,
FG-321,FOUR COUSINS WHITE,WINES,pcs,800.0,800.0,5.0,FGH-WINES-021,FOUR COUSINS WHITE,WINES,RENAME,YES,
FG-313,FRONTERA,WINES,pcs,1000.0,1000.0,1000.0,FGH-WINES-022,FRONTERA,WINES,RENAME,YES,
FG-316,NEDERBURG RED,WINES,pcs,1986.0,1986.0,3.0,FGH-WINES-023,NEDERBURG RED,WINES,RENAME,YES,
FG-409,NEDERBURG WHITE,WINES,pcs,1609.0,1609.0,0.0,FGH-WINES-024,NEDERBURG WHITE,WINES,RENAME,YES,
FG-317,PENASOL,WINES,pcs,850.0,850.0,1000.0,FGH-WINES-026,PENASOL,WINES,RENAME,YES,
FG-441,ROBERTSON RED,WINES,bottle,0.0,0.0,0.0,FGH-WINES-027,ROBERTSON RED,WINES,RENAME,YES,
FG-318,ROBERTSON SWEET RED,WINES,pcs,1000.0,1000.0,0.0,FGH-WINES-028,ROBERTSON SWEET RED,WINES,RENAME,YES,
FG-442,ROBERTSON WHITE,WINES,bottle,0.0,0.0,0.0,FGH-WINES-029,ROBERTSON WHITE,WINES,RENAME,YES,
